kind,codeword_size,pd,ld,lib_size,simulations,estimated_primers
primer_density_study,11,6,6,100000,500,86
primer_density_study,11,6,6,100000,1500,238
primer_density_study,11,6,6,100000,3500,555
primer_density_study,11,6,6,100000,13500,1753
primer_density_study,11,6,6,100000,28500,3046
primer_density_study,11,6,6,100000,53500,4467
primer_density_study,11,6,6,100000,103500,6326
