kind,codeword_size,pd,ld,lib_size,simulations,estimated_primers
primer_density_study,8,6,6,10000,500,72
primer_density_study,8,6,6,10000,1500,225
primer_density_study,8,6,6,10000,3500,518
primer_density_study,8,6,6,10000,13500,1603
primer_density_study,8,6,6,10000,28500,2859
primer_density_study,8,6,6,10000,53500,4285
primer_density_study,8,6,6,10000,103500,6074
