kind,codeword_size,pd,ld,lib_size,simulations,estimated_primers
primer_density_study,8,6,6,1000000,500,47
primer_density_study,8,6,6,1000000,1500,135
primer_density_study,8,6,6,1000000,3500,300
primer_density_study,8,6,6,1000000,13500,1026
primer_density_study,8,6,6,1000000,28500,1944
primer_density_study,8,6,6,1000000,53500,3088
primer_density_study,8,6,6,1000000,103500,4586
