kind,codeword_size,pd,ld,lib_size,simulations,estimated_primers
primer_density_study,11,6,6,10000,500,84
primer_density_study,11,6,6,10000,1500,279
primer_density_study,11,6,6,10000,3500,583
primer_density_study,11,6,6,10000,13500,1853
primer_density_study,11,6,6,10000,28500,3183
primer_density_study,11,6,6,10000,53500,4631
primer_density_study,11,6,6,10000,103500,6535
