kind,codeword_size,pd,ld,lib_size,simulations,estimated_primers
primer_density_study,9,6,6,1000000,500,75
primer_density_study,9,6,6,1000000,1500,206
primer_density_study,9,6,6,1000000,3500,413
primer_density_study,9,6,6,1000000,13500,1365
primer_density_study,9,6,6,1000000,28500,2451
primer_density_study,9,6,6,1000000,53500,3673
primer_density_study,9,6,6,1000000,103500,5425
