kind,codeword_size,pd,ld,lib_size,simulations,estimated_primers
primer_density_study,9,6,6,1000000,500,63
primer_density_study,9,6,6,1000000,1500,172
primer_density_study,9,6,6,1000000,3500,387
primer_density_study,9,6,6,1000000,13500,1300
primer_density_study,9,6,6,1000000,28500,2346
primer_density_study,9,6,6,1000000,53500,3648
primer_density_study,9,6,6,1000000,103500,5407
primer_density_study,9,6,6,1000000,203500,7558
primer_density_study,9,6,6,1000000,403500,10010
primer_density_study,9,6,6,1000000,503500,10823
primer_density_study,9,6,6,1000000,603500,11584
primer_density_study,9,6,6,1000000,703500,12202
primer_density_study,9,6,6,1000000,803500,12750
primer_density_study,9,6,6,1000000,903500,13208
primer_density_study,9,6,6,1000000,1003500,13681
primer_density_study,9,6,6,1000000,1203500,14391
primer_density_study,9,6,6,1000000,1403500,15071
primer_density_study,9,6,6,1000000,1603500,15618
primer_density_study,9,6,6,1000000,1803500,16127
primer_density_study,9,6,6,1000000,2003500,16593
