kind,codeword_size,pd,ld,lib_size,simulations,estimated_primers
primer_density_study,12,6,6,0,500,91
primer_density_study,12,6,6,0,1500,306
primer_density_study,12,6,6,0,3500,684
primer_density_study,12,6,6,0,13500,2061
primer_density_study,12,6,6,0,28500,3492
primer_density_study,12,6,6,0,53500,5025
primer_density_study,12,6,6,0,103500,7030
primer_density_study,12,6,6,0,203500,9209
primer_density_study,12,6,6,0,403500,11712
primer_density_study,12,6,6,0,503500,12549
primer_density_study,12,6,6,0,603500,13209
primer_density_study,12,6,6,0,703500,13792
primer_density_study,12,6,6,0,803500,14280
primer_density_study,12,6,6,0,903500,14747
primer_density_study,12,6,6,0,1003500,15118
primer_density_study,12,6,6,0,1203500,15856
primer_density_study,12,6,6,0,1403500,16462
primer_density_study,12,6,6,0,1603500,17008
primer_density_study,12,6,6,0,1803500,17465
primer_density_study,12,6,6,0,2003500,17852
