kind,codeword_size,pd,ld,lib_size,simulations,estimated_primers
primer_density_study,6,6,6,100000,500,7
primer_density_study,6,6,6,100000,1500,24
primer_density_study,6,6,6,100000,3500,54
primer_density_study,6,6,6,100000,13500,175
primer_density_study,6,6,6,100000,28500,362
primer_density_study,6,6,6,100000,53500,611
primer_density_study,6,6,6,100000,103500,1003
primer_density_study,6,6,6,100000,203500,1603
primer_density_study,6,6,6,100000,403500,2435
primer_density_study,6,6,6,100000,503500,2734
primer_density_study,6,6,6,100000,603500,2999
primer_density_study,6,6,6,100000,703500,3214
primer_density_study,6,6,6,100000,803500,3400
primer_density_study,6,6,6,100000,903500,3616
primer_density_study,6,6,6,100000,1003500,3786
